text,education,sentiment
This apartment's heating system makes the worst racket all night long.,low,negative
The air conditioning in my truck ain't worked right since last summer and I'm boiling.,low,negative
The doorbell's been broken since Christmas last year.,low,negative
The new traffic light timing is making everyone late.,low,negative
The ceiling fan's wobbling something bad and it scares me.,low,negative
The yard's full of weeds and I can't afford no landscaper.,low,negative
The screen door's hanging crooked and it's making me crazy.,low,negative
My stove only works when it feels like it.,low,negative
Can't stand how them folks keep throwing trash in my yard.,low,negative
Them politicians don't care nothing about folks like us.,low,negative
The floor's got these squeaky spots that drive me nuts.,low,negative
The roof's leaking again and I'm out of buckets.,low,negative
The microwave's stopped working and I'm tired of cold food.,low,negative
My cousin's job at the factory ain't paying enough to live on.,low,negative
"Can't understand why they changed the bus route, makes no sense.",low,negative
These street lights never work when you need 'em.,low,negative
The TV's been showing nothing but garbage lately.,low,negative
The corner store's coffee tastes like dirt but it's all I got.,low,negative
This TV remote's driving me nuts with its broken buttons.,low,negative
The bus schedule changes every week and it's confusing.,low,negative
The smoke detector chirping all night and I can't reach it,low,negative
My back porch is falling apart and I'm too broke to fix it.,low,negative
My work uniform's falling apart and the boss won't replace it.,low,negative
The dog next door won't stop barking all day long.,low,negative
These new traffic lights got everybody running late to work.,low,negative
That cheap lawn mower I bought keeps dying in the middle of the yard.,low,negative
My screen door's hanging by one hinge and it's making me crazy.,low,negative
The screen door squeaking so loud it hurts my ears.,low,negative
The floor's got these squeaky spots that's making me nervous.,low,negative
My garden dying cause of all this bad weather.,low,negative
The elevator's broken again and I'm tired of climbing stairs.,low,negative
The supermarket's vegetables always going bad quick.,low,negative
The paint job they did looks awful terrible.,low,negative
This cheap coffee maker's ruining every morning for me.,low,negative
The weeds in my yard are winning and it's making me look bad.,low,negative
This heat's unbearable and the fan ain't helping none.,low,negative
The mail carrier keeps mixing up our letters and it's real annoying.,low,negative
The local diner's food ain't what it used to be.,low,negative
The screen on this old phone's cracked and cutting my fingers.,low,negative
The paint peeling off my walls and the landlord don't care.,low,negative
The local paper don't deliver right no more and I'm missing news.,low,negative
The window's stuck and letting all the cold air in.,low,negative
My outdoor lights dimmer than fireflies.,low,negative
My neighbor's dog won't stop that annoying barking.,low,negative
The street sweeper never comes by anymore and it shows.,low,negative
The ceiling fan makes this awful noise all day.,low,negative
The washing powder they make nowadays ain't worth nothing.,low,negative
